,phrase,sentiment values
6280,acknowledg,0.54167
6281,time cartoon cinema 's idiosyncrat form instead one predict,0.72222
6282,),0.59722
6283,"nearli surreal , dabbl french",0.72222
6284,"mother , daughter relationship",0.5
6285,ride big metaphor wave life -- wherev take,0.63889
6286,"dare , complic , perform",0.81944
6287,transport,0.63889
6288,movi charact good,0.44444
6289,"farc parodi comedi premis , n't comparison realiti much commentari knowledg film .",0.59722
6290,", 's howler .",0.75
6291,heartstr,0.56944
6292,"'s poorli made , level , n't even qualifi spoof",0.055556
6293,captiv show skill filmmak impart messag without bludgeon audienc head .,0.875
6294,bard,0.5
6295,will imposs care n't funni,0.59722
6296,ages-old slapstick unfunni trick,0.20833
6297,rival gosford park 's,0.63889
6298,( ) superflu,0.38889
6299,"perform children , untrain act , honesti digniti break heart .",0.72222
6300,jive,0.52778
6301,stymi accent thick mud,0.25
6302,find much fascin swing,0.73611
6303,upper echelon direct world,0.66667
6304,spent elsewher,0.27778
6305,like like .,0.44444
6306,iron except,0.44444
6307,imax,0.51389
6308,becam lucki filmmak day,0.52778
6309,danger,0.38889
6310,"( hayn ' ) homag film '' heaven allow '' '' imit life '' transcend . simpli put , ''",0.66667
6311,"import , origin talent intern cinema",0.68056
6312,"palma . love , 'll like .",0.8333299999999999
6313,soldier ultim achiev main strateg object : dramat human cost conflict came defin gener .,0.68056
6314,thoroughli aw movi,0.083333
6315,tragic loss increas decrepitud,0.45833
6316,fire,0.5
6317,` face valu,0.51389
6318,still jingl pocket .,0.55556
6319,condit,0.5
6320,formula 51 sank quirki jerki utter turkey .,0.375
6321,bishop,0.5
6322,tall wooden kid,0.5
6323,hide giant achil ' heel '' stuart littl 2 '',0.44444
6324,less pain,0.44444
6325,tremend chemistri,0.88889
6326,"way reason intellig person get countri bear ponder whole segment pop-mus histori allow get wet , fuzzi sticki .",0.31944
6327,war,0.36111
6328,"'s lot ask peopl sit still two hour chang watch charact , especi render flat impass manner phoenix 's",0.16667
6329,next problem next friday,0.375
6330,raison,0.5
6331,"'ll excus littl critic heresi ,",0.375
6332,look comedi serv,0.51389
6333,"'s fun , 's real howler .",0.625
6334,eye,0.51389
6335,"come silli would n't surpris ba , murdock rest a-team seen give chase black red van .",0.30556
6336,"stori rather simplist one : grief drive , love drive , second chanc find love unlik place - struck chord",0.75
6337,overcom resist,0.51389
6338,"tighter editori process firmer direct materi could work , especi sinc actress lead role compet ,",0.56944
6339,"beauti , desir , even delect ,",0.80556
6340,toler,0.51389
6341,shakespear want defin career pinocchio,0.44444
6342,drama like make human .,0.80556
6343,predict --,0.40278
6344,destin,0.5
6345,true stori,0.55556
6346,coven,0.5
6347,", thought-provok film",0.8472200000000001
6348,``,0.5
6349,"love stori risk trivial , though chouraqui doubt intend film affirm love 's power help peopl endur almost unimagin horror .",0.68056
6350,make imagin,0.52778
6351,clever exercis,0.72222
6352,"interview follow , practition ancient indian practic",0.58333
6353,appear,0.5
6354,odd pixil sometim,0.41667
6355,remind,0.52778
6356,"depict pain , today 's version greek tragedi",0.36111
6357,( vega ),0.5
6358,$ 7,0.54167
6359,"far clunki ,",0.33333
6360,"familiar tale ,",0.51389
6361,hot brine,0.5
6362,"saccharin earnest crime , film 's produc would clink life",0.22222
6363,unfunni one,0.125
6364,"religi film n't bailiwick , stay away .",0.26389
6365,good reason,0.5
6366,often-min despair milieu,0.25
6367,heart,0.5
6368,lazi arrog,0.13889
6369,repres,0.5
6370,,0.5
6371,come annoy rather charm,0.29167
6372,previou work,0.5
6373,jingl pocket .,0.52778
6374,littl salvag filmmak 's flail reput,0.15278
6375,show uncanni skill get skin charact,0.75
6376,- damn,0.55556
6377,'s '' wake reno . '' go,0.5
6378,likabl perform,0.75
6379,life 's ultim loser,0.4305600000000001
6380,", first film 's love flaki gone , replac forc funni found dullest kiddi flick .",0.31944
6381,"harder harder ignor fact hollywood n't laugh us , folk . 's laugh us",0.11111
6382,"amount mildli funni , sometim tediou , ultim insignific film",0.27778
6383,pulpi core conceit,0.375
6384,"fluid , no-nonsens author",0.61111
6385,predict lowbrow,0.5
6386,willi,0.5
6387,"bigger , complic stori , one never materi",0.34722
6388,"film come along intellig , exuber , move monsoon wed",1.0
6389,"cineast revel visual in-jok , film 's verbal poke everyth like miramax chief harvey weinstein 's bluff person style stylist rigor denmark 's dogma movement .",0.73611
6390,thrill ride .,0.66667
6391,gut-bust,0.70833
6392,engag unpredict charact piec,0.70833
6393,soul graviti crudup 's anchor perform,0.75
6394,take time enjoy,0.52778
6395,rekindl kathleen soliah trial upcom trial sla member emili william harri,0.5
6396,ladi ' underwear,0.58333
6397,"involv , start spielberg go right rank player -- on-camera -- bring togeth .",0.69444
6398,age sister,0.47222
6399,crit 101,0.5
6400,"littl atmospher gener shadowi light , macabr set , endless rain offset sheer ugli everyth els",0.54167
6401,adam sandler 's eight crazi night,0.47222
6402,expect laughter,0.47222
6403,pinocchio,0.52778
6404,sassi interpret oscar wild play,0.70833
6405,appreci,0.65278
6406,classic disney adapt,0.65278
6407,assembl elabor haunt hous year scare,0.55556
6408,mind-numbingli,0.34722
6409,'s go happen,0.5
6410,kill father,0.16667
6411,quintessenti bollywood,0.69444
6412,eye-pop,0.875
6413,run clever idea visual gag,0.25
6414,us drunk parti favor sober us transpar attempt moral,0.33333
6415,unlik .,0.25
6416,man made women sinc valley doll,0.4305600000000001
6417,uniqu,0.73611
6418,lower i.q. enter,0.097222
6419,"give erika persona intrigu find stare hypnot , tri understand wonder 'll crack .",0.70833
6420,conflict emot carri far,0.61111
6421,infect,0.66667
6422,"much vardalo ' humor , transcend ethnic boundari",0.73611
6423,beneath chest hair,0.41667
6424,"watch queen damn like read research paper , special effect toss .",0.27778
6425,good job convey issu hand,0.8333299999999999
6426,see n't want use brain .,0.33333
6427,keenli observ,0.45833
6428,bale reduc mainli bat sensit eyelid,0.31944
6429,realist atmospher,0.77778
6430,heart right place .,0.61111
6431,"movi suck despit flaw , heaven one beast .",0.80556
6432,everi opportun someth clever,0.52778
6433,set pre-shoot guidelin,0.5
6434,brief nuditi grisli corps,0.30556
6435,", deepli move french drama develop startl stori work detail person portrait rather frighten examin modern time .",0.61111
6436,imposs care,0.34722
6437,queen alic krige 's,0.5
6438,inuit,0.52778
6439,say charact act way real peopl would n't,0.38889
6440,cost inevit conflict human urg institut concern self-preserv,0.52778
6441,engag intim first featur,0.86111
6442,ironi film 's cast uniformli superb,0.70833
6443,erin,0.51389
6444,bella pictur health boundless energi day die .,0.5
6445,"cop copmovieland , two",0.5
6446,'s much anyth .,0.38889
6447,giggl pulchritud,0.52778
6448,from-televis movi actual look belong big screen,0.65278
6449,expositori materi,0.52778
6450,lift film,0.73611
6451,"'s observ , unfussili poetic medit ident alien .",0.76389
6452,movie-go life,0.52778
6453,'60,0.5
6454,stori would n't work without gimmick,0.40278
6455,", detail slip finger .",0.33333
6456,tell kid act like pinocchio,0.59722
6457,cast adrift variou new york citi locat,0.56944
6458,"film share writer 's usual blend observ clever , too-facil coincid slightli noxiou precious .",0.4305600000000001
6459,"( lee ) treat audienc way jim brown treat women -- dumb , credul , unassum , subordin subject .",0.15278
6460,auto focu '',0.5
6461,warm realist medit,0.81944
6462,want jolt gourd,0.61111
6463,"expect ,",0.51389
6464,"'s solid woman - finding-herself stori somewher ,",0.56944
6465,song-and-dance-man pasach ` ke burstein famili,0.48611
6466,much actual,0.5
6467,movi sputter,0.27778
6468,despit film 's bizarr develop,0.59722
6469,", final act ,",0.44444
6470,exhaust famili drama,0.375
6471,catch freak matine,0.5
6472,opposit attract better reason screenplay demand,0.27778
6473,burger,0.5
6474,rais white parent,0.5
6475,n't,0.47222
6476,tackl,0.41667
6477,"without resort camp parodi , hayn ( like sirk , differ ) transform rhetor hollywood melodrama someth provoc , rich , strang .",0.81944
6478,poetri girl,0.52778
6479,"bite hand final , extent , warm",0.375
6480,classic disney adapt j .,0.55556
6481,deem necessari document emot miseri,0.36111
6482,"almost enough chuckl three-minut sketch ,",0.23611
6483,'s film tosca want,0.5
6484,"theater expect scari , action-pack chiller",0.47222
6485,uneven lot fun .,0.68056
6486,taylor 's cartoonish perform film 's ill-consid notion,0.22222
6487,"depict relationship econom grace ,",0.81944
6488,refus adult,0.36111
6489,film can tuna .,0.45833
6490,stable-ful,0.5
6491,edgi piec,0.61111
6492,swallow juli taymor 's preposter titu,0.41667
6493,re-inv,0.72222
6494,"see wheel turn , might resent sometim ,",0.5
6495,includ one seem made differ film altogeth,0.4305600000000001
6496,remaind ... would home daytim televis serial,0.375
6497,"hypermasculin element , abl inject real vital even art pulpi concept , mani hand would complet forgett",0.66667
6498,religi fundamentalist,0.5
6499,charact,0.5
6500,"old-fashion screenwrit parlanc , ms .",0.5
6501,"hint joy , prefer focu humili martin defec bed urin plant birthday parti",0.25
6502,cast imposs contriv situat,0.36111
6503,go cinema histori movi ever rest cast outshin cool j.,0.45833
6504,"moratorium , effect immedi , treacli film inspir prep-school professor children heartwarmingli motiv",0.55556
6505,"almost complet dri humor , verv fun",0.27778
6506,'s well worth rental .,0.625
6507,", get anoth scene , anoth .",0.48611
6508,"stanc admir ,",0.52778
6509,mockumentari format,0.54167
6510,"one crass , contriv sequel fail , make second-guess affect origin",0.31944
6511,promis mediocr screenplay,0.45833
6512,base book antwon fisher,0.4305600000000001
6513,wo n't miss messag,0.52778
6514,impact disney classic,0.48611
6515,emot closer,0.55556
6516,affabl,0.55556
6517,"weighti revel , floweri dialogu , nostalgia past",0.63889
6518,medal,0.55556
6519,much intellig,0.75
6520,keep reason entertain .,0.75
6521,bad name,0.36111
6522,realiti charact go edg . touch humor,0.66667
6523,secret time travel,0.55556
6524,'s clear mehta simpli want updat belov genr thousand indian fanci sophist cheese-lac spectacl pack 'em subcontin .,0.48611
6525,"adam sandler 's cartoon hanukkah numbingli bad , littl nicki bad",0.13889
6526,smart joke,0.68056
6527,technic sophist worst way,0.23611
6528,singl digit kidlet stuart littl 2 still brainer .,0.59722
6529,", cast actress whose face project woman 's doubt yearn",0.65278
6530,time bit melodramat even littl date ( depend upon live ),0.22222
6531,surreal,0.58333
6532,languag locat,0.5
6533,power thing life,0.76389
6534,live testament,0.5
6535,slowtim,0.36111
6536,shoestr,0.5
6537,big hit franklin,0.52778
6538,shake formula make interest,0.73611
6539,pictur becom increasingli mesmer .,0.47222
6540,self-promot end truth begin,0.58333
6541,big deal,0.59722
6542,funniest 5 minut date spi comedi franchis,0.77778
6543,memor,0.63889
6544,gave peopl seizur,0.23611
6545,179-minut medit,0.44444
6546,green mohawk sheet fire-r flame,0.41667
6547,"ultim defeat film ... unfulfil , incongru , `` wait second",0.18056
6548,", indi flick never found audienc , probabl 's extrem hard relat charact .",0.22222
6549,know orc uruk-hai .,0.5
6550,"might want hang samantha ,",0.625
6551,parent vs,0.5
6552,consist sensit often excit treatment ignor peopl,0.79167
6553,"mani us keep go , embarrass stupid , warn anyon",0.26389
6554,nonchalantli freaki,0.52778
6555,moral ambigu noth shout,0.20833
6556,final draft comput program,0.45833
6557,keep,0.51389
6558,ungainli movi,0.31944
6559,intergalact friendship,0.63889
6560,shorter first ( best rememb ),0.47222
6561,unawar 's butt joke,0.25
6562,costum set grand,0.72222
6563,script 's,0.5
6564,chabrol 's,0.59722
6565,"ye , suppos 's love cal work issu dad come term picture-perfect life -- world travel gave reason care , n't",0.16667
6566,completist,0.5
6567,"smart , provoc drama nearli imposs : get skin man know evil , monstrou lunat",0.86111
6568,director alfonso cuaron,0.56944
6569,elizabeth berkley 's,0.5
6570,aim shock,0.5
6571,movi bunch pompou windbag drone inan two hour,0.055556
6572,truli good stuff,0.72222
6573,half-hour,0.5
6574,get money back,0.23611
6575,soap opera,0.52778
6576,", pervers , hope alway fun",0.81944
6577,davi fill cast appeal fresh face .,0.88889
6578,'s weaker .,0.31944
6579,muddi,0.4305600000000001
6580,"tripl x doubl agent , 's one bad dude .",0.625
6581,journey,0.5
6582,"'s noth fresh wannab , written mr . demeo , produc direct film charl . addessi , much time",0.33333
6583,"narrat , jewish grandmoth subject",0.58333
6584,first film,0.5
6585,nonagenarian filmmak 's,0.47222
6586,enter,0.625
6587,,0.63889
6588,"holi mad maniac mask , splat-man ! good old-fashion slash-and-hack back !",0.59722
6589,good laugh,0.80556
6590,refreshingli authent coming-of-ag tale .,0.77778
6591,like predecessor,0.5
6592,concoct,0.47222
6593,poetic plump visual fulsom,0.55556
6594,,0.5
6595,easi emot button,0.625
6596,overli deliber pace uneven narr momentum,0.38889
6597,fast runner ',0.55556
6598,pasteur,0.52778
6599,act like pinocchio,0.48611
6600,ensu,0.5
6601,slip hokum . rumor angel n't slip,0.22222
6602,hous music,0.5
6603,movi,0.5
6604,'s extrem well play often funni .,0.8333299999999999
6605,. e aquel que decidiram,0.63889
6606,brain function,0.5
6607,influenti,0.55556
6608,"wet , fuzzi sticki",0.51389
6609,one best silli horror movi,0.81944
6610,stoic,0.55556
6611,wonder dyspept,0.66667
6612,new york fest,0.52778
6613,charact worthi strong cast,0.79167
6614,interest attal gainsbourg,0.5
6615,thoroughli engross,0.875
6616,n't usual comedi fare,0.5
6617,human --,0.58333
6618,quieter middl section,0.55556
6619,chide absurd protagonist 's plight,0.26389
6620,subject learn life .,0.5
6621,"film prove , 's alway bad thing .",0.61111
6622,rediscov,0.58333
6623,"satisfyingli scarifi , fresh",0.75
6624,reactionari,0.58333
6625,"leav auditorium feel dizzi , confus , total disorient",0.11111
6626,uneven intrigu drama part homag part remak italian masterpiec,0.58333
6627,hollow joke,0.30556
6628,support premis fling gag see one shtick,0.30556
6629,nolan brave tread american film dare delv -- world ambival ambigu,0.47222
6630,amount littl preliminari note science-fict horror film,0.36111
6631,trace mr. brown 's athlet exploit,0.44444
6632,hint humor,0.58333
6633,expos n't interest,0.41667
6634,concern moral,0.52778
6635,type,0.5
6636,show us slice life 's differ yet instantli recogniz .,0.77778
6637,"rush sequin , flashbulb , blare brass back-stab babe",0.36111
6638,stuff .,0.5
6639,deepest,0.55556
6640,live-act scene anim sequenc,0.5
6641,"windtalk n't beat one , either",0.30556
6642,"credit denni quaid , fight trim shape athlet well actor",0.80556
6643,watch wast time,0.11111
6644,ardent fan,0.66667
6645,get kick,0.56944
6646,remark clung-to tradit,0.65278
6647,tso,0.5
6648,"man leav screen said film better save privat ryan . may meant internet short save ryan 's privat . windtalk n't beat one , either",0.22222
6649,recount,0.56944
6650,n't film impression kid could n't stand hear ?,0.55556
6651,enough emot reson varieti incid,0.5
